epoch,loss/total_train,loss/recon_train,loss/kl_train,loss/total_val,loss/recon_val,loss/kl_val,val/mse_px,val/ssim,val/psnr,val/active_dims,val/kl_per_dim_mean,beta,lr
52,169.29179456897248,140.9851930661309,28.30660072842935,177.23906392262396,149.9007466251689,27.33831584901738,0.008327819245930453,nan,nan,64,0.42716121673583984,1.0,0.001
53,168.83837867679452,140.36573298174636,28.47264622566395,177.06945387761397,148.865397288387,28.20405604427022,0.008270299818394776,nan,nan,64,0.4406883716583252,1.0,0.001
54,165.91920494136954,137.25721086774553,28.66199401626013,170.28106345269913,142.22552364033865,28.055538363922807,0.00790141820137326,nan,nan,64,0.4383677840232849,1.0,0.001
55,163.57751912281927,135.09366131545906,28.483857965110836,181.7569173941935,154.78701208587876,26.969905638156977,0.008599278650113515,nan,nan,64,0.42140477895736694,1.0,0.001
56,162.624883379255,134.1806836235792,28.444199784357746,174.15411617881372,145.8340480488942,28.32006871789918,0.008101891551194782,nan,nan,63,0.4425010681152344,1.0,0.001
57,161.59625427705004,133.21681161751425,28.379442243647755,174.5409144351357,148.14897660563764,26.391937843839028,0.00823049863478295,nan,nan,64,0.4123740792274475,1.0,0.001
58,160.12337493896484,131.6530886198345,28.47028620440261,171.42317440635279,143.5022031167396,27.920972207435092,0.007972344847157933,nan,nan,64,0.436265230178833,1.0,0.001
59,160.65453866370638,132.24517214208618,28.40936647859731,191.47910957049606,163.42600152725564,28.05310898974426,0.009079222406323691,nan,nan,64,0.43832987546920776,1.0,0.001
60,156.7395242676699,128.50339003254595,28.23613420644201,173.89606332420408,146.01296606996004,27.883097010447567,0.008111831473004549,0.9852509852638818,45.77543817964712,64,0.43567338585853577,1.0,0.001
61,157.53583859321768,129.34500494935457,28.19083377293178,170.33403623193726,142.32537864742423,28.00865906163266,0.007906965494744088,nan,nan,63,0.43763530254364014,1.0,0.001
62,157.3920529014186,129.12455078354455,28.26750297833206,172.0017095580137,144.84288426449424,27.158824418720446,0.008046827142483982,nan,nan,63,0.424356609582901,1.0,0.001
63,153.5968288335585,125.32769064078654,28.26913757611038,167.6714866466092,140.53757872617334,27.13390955530611,0.007807643401359481,nan,nan,63,0.4239673614501953,1.0,0.001
64,156.92823814449454,128.66553663669671,28.26270162252555,175.12715997911036,147.47581390151404,27.65134675162179,0.008193100886629489,nan,nan,63,0.4320523142814636,1.0,0.001
65,156.96035324899773,128.7255627051332,28.234790228363266,167.55261494342545,140.24998806831533,27.302628524321364,0.00779166618095977,nan,nan,63,0.4266035556793213,1.0,0.001
66,153.77163099704828,125.4829121639854,28.288718919108685,167.63242265514862,140.74387480083266,26.88854776827016,0.007819104246459062,nan,nan,64,0.4201335608959198,1.0,0.001
67,153.00727155871857,124.63516889299665,28.372102895177395,169.47954025842193,142.92444008275083,26.555100663263996,0.007940246685078941,nan,nan,63,0.41492342948913574,1.0,0.001
68,152.61793558221115,124.41527029625455,28.202665271615622,171.05497328679365,144.308236487826,26.74673661253506,0.008017124272042648,nan,nan,63,0.41791775822639465,1.0,0.001
69,149.83563014439173,121.93309416806787,27.902536091051605,166.5338279322574,139.7788135270427,26.755015581174003,0.00776548965140841,nan,nan,62,0.41804713010787964,1.0,0.001
70,148.10457089072779,119.87430974056846,28.230260935044825,173.43144180183123,145.79832056949013,27.633121576524317,0.008099907056841636,0.9849665420395988,45.76052824895185,63,0.4317675232887268,1.0,0.001
71,149.23479272369156,120.9881839035149,28.24660847599345,170.23026568190497,142.48249793948983,27.747768588532182,0.007915694417109839,nan,nan,63,0.4335588812828064,1.0,0.001
72,148.8754659667051,120.89363310390846,27.98183276240987,176.1551385176809,147.94646562848772,28.208672588032886,0.008219248300096146,nan,nan,63,0.4407604932785034,1.0,0.001
73,147.32256477757505,119.3214841570173,28.001080290715496,172.45351163247474,147.10658665707237,25.346924043239508,0.0081725883458678,nan,nan,62,0.3960456848144531,1.0,0.001
74,146.66516101808477,118.62634833773276,28.03881219275912,167.0122604943756,139.55540259798667,27.45685709329476,0.007753077946967424,nan,nan,61,0.4290134012699127,1.0,0.001
75,146.56243242536272,118.47488770449073,28.08754398948268,163.9349940020339,138.15382844164856,25.78116373908251,0.007675212772941231,nan,nan,61,0.40283066034317017,1.0,0.001
76,144.794620083687,116.93693938291162,27.85768072945731,171.02306452012598,144.10438101632255,26.918684206510846,0.008005798811835229,nan,nan,60,0.4206044673919678,1.0,0.001
77,146.103144824953,118.01171823372518,28.09142758075456,165.17195634196577,137.72670946623148,27.445247334645206,0.007651483703096558,nan,nan,61,0.4288319945335388,1.0,0.001
78,145.6678960699784,117.7658777452053,27.902018841047934,166.21813976316523,138.35967340684473,27.85846645670726,0.007686648475832509,nan,nan,60,0.43528854846954346,1.0,0.001
79,143.8330866878194,115.84654235839844,27.98654474530901,167.32183447816317,139.11907809838317,28.2027568673729,0.007728837633547478,nan,nan,61,0.4406680762767792,1.0,0.001
80,142.66743279937515,114.97624711345013,27.691186144835967,165.16038203418702,137.94384685315583,27.216535912420518,0.0076635471139019145,0.9856170743031609,46.006079766983376,60,0.4252583682537079,1.0,0.001
81,142.11128848656676,114.05832999093192,28.052959011909657,168.86767727271058,140.19054177649934,28.677136442715064,0.0077883634100058925,nan,nan,60,0.44808030128479004,1.0,0.001
82,140.9883206016139,112.95602193273099,28.032298898338375,164.76555880209557,137.3367544762174,27.42880444060591,0.007629819893579286,nan,nan,60,0.4285750985145569,1.0,0.001
83,138.73182919150904,110.87796490891536,27.853864053138217,168.53069586502878,141.86056197317023,26.67013456588401,0.007881142444124347,nan,nan,59,0.41672083735466003,1.0,0.001
84,139.4489663489779,111.70770504600124,27.741261030498304,165.95393233908746,140.14195217046523,25.81198067055609,0.007785663975024582,nan,nan,59,0.40331220626831055,1.0,0.0005
85,132.87521494241585,105.54744209920554,27.327773015301926,160.565587782322,134.88946739713052,25.67611903714058,0.007493859286511079,nan,nan,58,0.401189386844635,1.0,0.0005
86,130.26180542680555,102.90443655602017,27.357369214968575,161.49309201348098,134.48279623160684,27.01029536598607,0.00747126652474018,nan,nan,56,0.4220358729362488,1.0,0.0005
87,129.08649966591284,101.7659507694101,27.32054885347983,159.6077474723185,132.91242694137688,26.695320301486138,0.007384023741167739,nan,nan,56,0.41711437702178955,1.0,0.0005
88,129.0456182150016,101.79916829274113,27.246449721486943,163.1322931275332,135.85881662010252,27.27347653611262,0.0075477119255110735,nan,nan,56,0.42614811658859253,1.0,0.0005
89,128.42289986287741,101.18639717962509,27.236502654570387,160.36555882504112,133.915332994963,26.450228368429315,0.007439740768920882,nan,nan,56,0.4132848381996155,1.0,0.0005
90,127.41714368547711,100.10636408526199,27.31077970060191,159.36120903760866,132.16925599521264,27.191952698212816,0.007342736530852945,0.9863072629261734,46.192139159467885,56,0.42487427592277527,1.0,0.0005
91,127.02893531053586,99.49950081961495,27.529433630462876,159.57942933964551,132.49148330114838,27.08794699934192,0.007360638059759722,nan,nan,56,0.42324918508529663,1.0,0.0005
92,126.32409805642035,99.03755601008136,27.286542189748662,159.47302360821487,133.10548332042265,26.36753918353776,0.007394748998987943,nan,nan,56,0.4119928181171417,1.0,0.0005
93,126.15986862756256,98.77162405602017,27.388244872702693,161.11683000837053,135.21786636696723,25.89896477433972,0.007512103650662908,nan,nan,55,0.404671311378479,1.0,0.0005
94,125.76416560581752,98.43099608457177,27.33316972201928,159.1845306167029,133.73507862521294,25.44945105932709,0.007429726610898524,nan,nan,55,0.3976476788520813,1.0,0.0005
95,124.57287115799754,97.27736944901316,27.295501752007276,159.95332279061913,134.01864211003584,25.934680451127818,0.0074454802228487976,nan,nan,55,0.405229389667511,1.0,0.0005
96,124.34472770977737,96.9479977026918,27.396729935380748,160.7003312648687,134.44233382375617,26.257996752746124,0.007469018462597204,nan,nan,53,0.4102812111377716,1.0,0.0005
97,123.88116965616555,96.49760442748105,27.383565171320637,163.2671577625705,135.5924035552749,27.674753877453337,0.007532911609746236,nan,nan,53,0.4324180483818054,1.0,0.0005
98,123.94265144749691,96.59581940156177,27.34683214632192,160.3467248902285,132.79464687261367,27.55207768777259,0.00737748045082155,nan,nan,54,0.43050119280815125,1.0,0.0005
99,123.60707367631726,96.41143380071884,27.1956392732778,159.75079999651228,134.0685850444593,25.6822153392591,0.007448254779849509,nan,nan,51,0.4012846350669861,1.0,0.0005
100,122.4199630622577,95.17796365838302,27.241999418215645,161.1469541850843,135.13638030317492,26.010574943140934,0.007507576691196826,0.9863719420325487,46.09979910599558,51,0.40641525387763977,1.0,0.0005
