iter	RMSE
244	0.07561760737
245	0.07541876158
246	0.07536913667
247	0.07523489267
248	0.07508578428
249	0.07487918313
250	0.07475256964
251	0.07466230026
252	0.07446308148
253	0.07425364457
254	0.07402224795
255	0.07381064708
256	0.07367743736
257	0.07333555545
258	0.07310974309
259	0.07306385032
260	0.07296448861
261	0.07292880317
262	0.07277785134
263	0.07259895746
264	0.07232299011
265	0.07215785501
266	0.07195366646
267	0.07170814508
268	0.07154339206
269	0.07138129048
270	0.07122124183
271	0.07109607516
272	0.07099309955
273	0.07090251561
274	0.07073281372
275	0.07061578271
276	0.07053899799
277	0.07033653318
278	0.07016938895
279	0.07005723047
280	0.0699795714
281	0.06984733472
282	0.06974677573
283	0.06960390927
284	0.06941523392
285	0.06929700349
286	0.06917201366
287	0.0690360369
288	0.06894124877
289	0.06880339413
290	0.06862063469
291	0.06848297858
292	0.06841854285
293	0.06834183714
294	0.06814460969
295	0.06793060654
296	0.06772257669
297	0.0675409333
298	0.06744867239
299	0.06737739895
300	0.06716423837
301	0.06703019995
302	0.06684325108
303	0.06676003124
304	0.06665140633
305	0.06658562354
306	0.06645856217
307	0.06634032802
308	0.06613523651
309	0.06601069483
310	0.06587229974
311	0.06569666315
312	0.06560950439
313	0.06550580187
314	0.06534028971
315	0.06519251748
316	0.06514689397
317	0.06506194971
318	0.06492171325
319	0.06477533058
320	0.06462443504
321	0.06449999818
322	0.0643987664
323	0.06433059218
324	0.06410144673
325	0.06391066912
326	0.06377865671
327	0.0635547193
328	0.06345186303
329	0.06338117763
330	0.0633272389
331	0.06316822675
332	0.06307295192
333	0.06294705117
334	0.06286344027
335	0.06265852355
336	0.06251235774
337	0.06239308471
338	0.06221570917
339	0.06210998556
340	0.06200321282
341	0.06189533967
342	0.0617924255
343	0.06159930504
344	0.0615162865
345	0.06141358519
346	0.06125157476
347	0.0611869098
348	0.06111458463
349	0.06105179099
350	0.06092114389
351	0.06080615731
352	0.06066640828
353	0.060553663
354	0.06042513201
355	0.06026728304
356	0.06010887517
357	0.05999337873
358	0.05989320534
359	0.05971347665
360	0.05965340994
361	0.05944478082
362	0.05932768368
363	0.05925745773
364	0.05918171447
365	0.05897681115
366	0.05887547291
367	0.05880163587
368	0.05875171112
369	0.0587101033
370	0.0586068072
371	0.05852445684
372	0.0584344311
373	0.05837105847
374	0.05823219679
375	0.0581196999
376	0.05802097186
377	0.05791879256
378	0.05784201463
379	0.05772342582
380	0.05768199824
381	0.05762957814
382	0.05752202946
383	0.0574553692
384	0.05736308671
385	0.05724001902
386	0.0571794569
387	0.05703813425
388	0.05693386523
389	0.05681580221
390	0.05673005679
391	0.05661589174
392	0.05650354652
393	0.05636447865
394	0.05628911877
395	0.05618970307
396	0.05606932841
397	0.0559934558
398	0.05591390213
399	0.05579358479
400	0.05567055541
401	0.05555675798
402	0.05543640275
403	0.05532564369
404	0.05515606846
405	0.05503973269
406	0.05496457722
407	0.05493081114
408	0.05482869935
409	0.05474406161
410	0.05466784826
411	0.05457944411
412	0.05450651083
413	0.05445979136
414	0.05438575576
415	0.05428154259
416	0.05419147853
417	0.05405134714
418	0.05390793505
419	0.05381849422
420	0.05373953156
421	0.0536180811
422	0.05352920617
423	0.05345098341
424	0.05332002848
425	0.05325173956
426	0.05314790012
427	0.05307826688
428	0.05298830313
429	0.05288367737
430	0.05282205663
431	0.05271960663
432	0.05263566214
433	0.05256771901
434	0.05252271033
435	0.05247170099
436	0.05238721152
437	0.05233860538
438	0.05223560066
439	0.05216087506
440	0.05209332823
441	0.05204511813
442	0.05194584031
443	0.05190416586
444	0.05182007797
445	0.05177495215
446	0.05170480304
447	0.05161124576
448	0.05151517551
449	0.05147164443
450	0.05131589621
451	0.05129251852
452	0.051192521
453	0.05109337265
454	0.05099670042
455	0.05097181132
456	0.05087575149
457	0.05080967693
458	0.05076764765
459	0.0506794121
460	0.05060043615
461	0.05049648971
462	0.05043355687
463	0.05029420246
464	0.05019584582
465	0.05013727556
466	0.05001311789
467	0.04989597837
468	0.04986696549
469	0.04981588147
470	0.04978725906
471	0.04971205603
472	0.04968864212
473	0.04966393169
474	0.04958906371
475	0.04948250729
476	0.04942916787
477	0.04936461132
478	0.04934693132
479	0.04925771574
480	0.04918379994
481	0.04912370851
482	0.04908293554
483	0.04897479858
484	0.0489148865
485	0.04882777516
486	0.04874020858
487	0.04869124617
488	0.04859477755
489	0.04855217378
490	0.04849459396
491	0.04839486953
492	0.04832916669
493	0.04830478955
494	0.04817253254
495	0.04814659435
496	0.04809594735
497	0.04801882079
498	0.04794265388
499	0.04787157479
500	0.04777197386
501	0.04773388676
502	0.04765707115
503	0.04751061037
504	0.04736778583
505	0.0472637228
506	0.04717991111
507	0.0470922724
508	0.04701561541
509	0.04694086259
510	0.04687550505
511	0.0467731475
512	0.04670173696
513	0.04668491999
514	0.04662399283
515	0.04658449242
516	0.04653401705
517	0.04644328925
518	0.04637316872
519	0.04632026857
520	0.04627886
521	0.04617506475
522	0.04609240844
523	0.04602393487
524	0.04597167306
525	0.04591085869
526	0.04585688126
527	0.04570530867
528	0.04559729645
529	0.04556525391
530	0.04545339559
531	0.04538420986
532	0.04525959422
533	0.04522308563
534	0.04517175547
535	0.04510550823
536	0.04503356981
537	0.04494384381
538	0.04482321565
539	0.04471147427
540	0.04464375293
541	0.04459924326
542	0.04447543011
543	0.04442097382
544	0.04435653519
545	0.04431192037
546	0.04425967155
547	0.04416083185
548	0.04408139361
549	0.04398270666
550	0.04390431566
551	0.04377860523
552	0.04368986625
553	0.04363582117
554	0.04357018942
555	0.04347165984
556	0.04343268377
557	0.04330425403
558	0.04323940352
559	0.04317966657
560	0.04313841876
561	0.04309737372
562	0.04304739849
563	0.04299103489
564	0.04295127219
565	0.04285830514
566	0.04278624332
567	0.04269366211
568	0.04264116827
569	0.04256036927
570	0.04249963497
571	0.04242358476
572	0.04231723473
573	0.04225173945
574	0.04219015707
575	0.0421593829
576	0.04204309169
577	0.04200840014
578	0.04199359052
579	0.04193609838
580	0.04187324897
581	0.04181295137
582	0.04178449867
583	0.04174338716
584	0.04171371586
585	0.04162686195
586	0.04157984441
587	0.0415173804
588	0.04147584356
589	0.04138014887
590	0.04136139741
591	0.04127873575
592	0.0411849171
593	0.04113053026
594	0.04106055017
595	0.0410180707
596	0.04098406867
597	0.04092240886
598	0.04085375149
599	0.04075543166
600	0.04069455342
601	0.0406326397
602	0.04059429649
603	0.04058668933
604	0.04050311221
605	0.04044069713
606	0.04035677118
607	0.04032576911
608	0.04031318004
609	0.04025118668
610	0.04021362694
611	0.04015508293
612	0.04014218048
613	0.04006675622
614	0.04000409107
615	0.03994943258
616	0.03988078814
617	0.03979805218
618	0.03972661246
619	0.03963456944
620	0.03956879439
621	0.03948920748
622	0.03942973402
623	0.03937637454
624	0.03929432435
625	0.03926578821
626	0.03921287567
627	0.03913798323
628	0.03905648041
629	0.03899204457
630	0.03890522351
631	0.03881693995
632	0.03875202577
633	0.03869639993
634	0.03865016839
635	0.03858107341
636	0.03850326724
637	0.03844200063
638	0.03842221972
639	0.03838856848
640	0.0383231971
641	0.03828202557
642	0.03822950092
643	0.03820341901
644	0.03814575997
645	0.0381068338
646	0.03809699027
647	0.03805788488
648	0.03802475746
649	0.0379756051
650	0.03791932799
651	0.03784324894
652	0.03781811463
653	0.03775960834
654	0.03770958818
655	0.03764618511
656	0.03760982952
657	0.03755288751
658	0.03751694966
659	0.03745576726
660	0.03739024325
661	0.0373404234
662	0.0373139821
663	0.03726615961
664	0.03721076982
665	0.0371429362
666	0.03708702991
667	0.03703560367
668	0.03699642922
669	0.0369384096
670	0.03687694852
671	0.0368490729
672	0.03677857552
673	0.03672565117
674	0.03665625218
675	0.03662854662
676	0.03655610355
677	0.0365467705
678	0.03650913916
679	0.03643727019
680	0.03638417375
681	0.03634428063
682	0.03631670411
683	0.03624292242
684	0.03621324629
685	0.03614967767
686	0.0360875074
687	0.03605323329
688	0.03604194691
689	0.03600040437
690	0.03590906931
691	0.03582462128
692	0.03577292683
693	0.03573445927
694	0.0357161071
695	0.03564251866
696	0.03559075778
697	0.0355574436
698	0.0355107539
699	0.0354573633
700	0.03541554737
701	0.03537466869
702	0.0353467046
703	0.0353068885
704	0.03526491349
705	0.03520986264
706	0.03510892006
707	0.03507541576
708	0.03503341745
709	0.03496837496
710	0.03494052948
711	0.03489334405
712	0.03483373256
713	0.03477928083
714	0.03474671343
715	0.03469051665
716	0.03462463203
717	0.03452260756
718	0.03449598691
719	0.03445798873
720	0.03443456807
721	0.03437137561
722	0.03431405998
723	0.03426801969
724	0.03420543764
725	0.03416509895
726	0.03411114139
727	0.03406397326
728	0.03404501844
729	0.03400620504
730	0.03394740507
731	0.03386912662
732	0.03381005268
733	0.03376237789
734	0.03369853002
735	0.03363396054
736	0.03358846048
737	0.03354487323
738	0.03352095953
739	0.03345395226
740	0.0333924432
741	0.03334036783
742	0.03328583259
743	0.0332489981
744	0.03319178416
745	0.03315196859
746	0.03311224401
747	0.03304513899
748	0.03301163422
749	0.03296754935
750	0.0329036095
751	0.0328885522
752	0.03284106708
753	0.03281061669
754	0.03275674385
755	0.03272642918
756	0.03268570717
757	0.03264007185
758	0.03258609841
759	0.03253996677
760	0.03248885081
761	0.03243161474
762	0.03238069614
763	0.03233827149
764	0.03231251953
765	0.03226812072
766	0.03222807306
767	0.03217834451
768	0.03210715399
769	0.03206171838
770	0.03204831187
771	0.03201982211
772	0.03199109416
773	0.03194434748
774	0.03188950602
775	0.03184027288
776	0.0318151709
777	0.0317245287
778	0.031683675
779	0.03163809492
780	0.03161797595
781	0.03158380083
782	0.03155440217
783	0.03149920876
784	0.03146836716
785	0.03143524535
786	0.03139987657
787	0.03136022071
788	0.03134091025
789	0.03128595853
790	0.03125396209
791	0.03119587653
792	0.03115915494
793	0.03110672224
794	0.03106440832
795	0.03103229745
796	0.03099072556
797	0.03094524749
798	0.03090534579
799	0.03084571571
800	0.03081229676
801	0.03079694747
802	0.03076083291
803	0.03069321099
804	0.03067409759
805	0.03063947529
806	0.0306147554
807	0.03056074889
808	0.03052052777
809	0.03047192286
810	0.03044389908
811	0.03038559043
812	0.03035490369
813	0.03031240075
814	0.03027254521
815	0.03025017109
816	0.03022616945
817	0.03018830652
818	0.03014766838
819	0.03011793105
820	0.03007037327
821	0.03003635125
822	0.03000553228
823	0.02994401432
824	0.02991097562
825	0.02984845201
826	0.02980207208
827	0.02977037589
828	0.02973836474
829	0.02970115308
830	0.02964617279
831	0.02961096052
832	0.02957551402
833	0.02953855738
834	0.02950375709
835	0.02945890842
836	0.02940102969
837	0.02935713111
838	0.02931478734
839	0.02927855919
840	0.02925928118
841	0.02921932224
842	0.02918053368
843	0.02912429403
844	0.02910452563
845	0.02908501387
846	0.02903937697
847	0.02900668996
848	0.02894509225
849	0.02889767112
850	0.02886715297
851	0.02883626148
852	0.02880620386
853	0.02876854479
854	0.02875277597
855	0.02871680493
856	0.02868683442
857	0.02864731667
858	0.02861341694
859	0.02856402294
860	0.02853078616
861	0.0284831241
862	0.0284456666
863	0.0283917935
864	0.02836440487
865	0.02833484145
866	0.02831708598
867	0.02828902046
868	0.02823142122
869	0.02817391542
870	0.02812158495
871	0.02808162671
872	0.02805831686
873	0.02802409675
874	0.02800159493
875	0.02795069197
876	0.02792928907
877	0.02789124253
878	0.02785298598
879	0.02779727953
880	0.0277278007
881	0.02769483661
882	0.02766132829
883	0.02763077572
884	0.02758269867
885	0.02755032234
886	0.02752966961
887	0.02752117671
888	0.0274674055
889	0.0274508559
890	0.0273960782
891	0.02736435318
892	0.0273411675
893	0.02730593041
894	0.0272700828
895	0.02724357507
896	0.02720445089
897	0.02718314245
898	0.02714327323
899	0.02711345677
900	0.02709215129
901	0.02706902697
902	0.02703559572
903	0.02699195447
904	0.02695759962
905	0.02692099498
906	0.02688081233
907	0.02684079467
908	0.02680964391
909	0.02677504683
910	0.02673579029
911	0.02670049615
912	0.02664878284
913	0.02663487993
914	0.02657553424
915	0.02654488581
916	0.02650762652
917	0.02648941282
918	0.02644951291
919	0.02642145062
920	0.02636209302
921	0.02631971843
922	0.02629698329
923	0.02627155738
924	0.02624195132
925	0.02622251321
926	0.02618670033
927	0.02615026855
928	0.02613171769
929	0.02610055647
930	0.02607137685
931	0.02603080801
932	0.026007591
933	0.02597137167
934	0.02594715043
935	0.02591848591
936	0.02589291555
937	0.02585155336
938	0.02580580741
939	0.02578521913
940	0.02575777215
941	0.02572649332
942	0.02571540573
943	0.02568897351
944	0.02566943457
945	0.02563558985
946	0.02560545781
947	0.02555815562
948	0.02553335368
949	0.02551110469
950	0.02547826925
951	0.02544261777
952	0.02541843556
953	0.02538816928
954	0.02536128061
955	0.02533522896
956	0.0252948918
957	0.02528463069
958	0.0252730696
959	0.02523775056
960	0.02519917461
961	0.02516879044
