epoch,loss/total_train,loss/recon_train,loss/kl_train,loss/z_train,loss/total_val,loss/recon_val,loss/kl_val,loss/z_val,val/mse_px,val/ssim,val/psnr,val/active_dims,val/kl_per_dim_mean,val/z_rmse,val/z_corr,beta,lr
1,12686.714726268798,12549.814240190319,392.96890947155487,1.2380155183767017,11620.48209880169,11180.611166588345,404.6960187639509,0.3517493161940037,0.6211450695991516,nan,nan,63,6.423746585845947,0.5930845737457275,0.844948498504145,0.03333333333333333,0.001
2,10782.082405721334,10725.27943638393,353.37246520537184,0.3324478075916606,10632.048923578477,10247.576575716635,353.2182635543938,0.3125414666824771,0.5693097988465675,nan,nan,63,5.606639862060547,0.5590540766716003,0.8404974532137619,0.06666666666666667,0.001
3,10216.934335350094,10155.343493009868,334.28683196333117,0.2816214971524432,10375.836495535714,9976.888965578008,362.39149693080356,0.3655604715634109,0.5542716209153483,nan,nan,63,5.752245903015137,0.6046159863471985,0.8568420026714938,0.1,0.001
4,9934.432154605263,9865.898650434681,315.04979229690434,0.26526860903976557,10027.493964403195,9672.39546375705,325.911566942258,0.2918679398253448,0.5373552974901701,nan,nan,63,5.173199653625488,0.5402480363845825,0.8638110326260442,0.13333333333333333,0.001
5,9714.992892387218,9641.441296111372,297.2143343588463,0.2401585563233024,9849.47027725564,9521.180840284305,292.8802818355704,0.3540942234204228,0.5289544888905117,nan,nan,63,4.648892879486084,0.5950582027435303,0.8822320686075397,0.16666666666666666,0.001
6,9549.824791470865,9471.21424900141,268.23157277501616,0.2496425985617745,9803.94708206062,9512.126666764567,266.101210056391,0.2571920069088613,0.5284514624373358,nan,nan,63,4.2238287925720215,0.5071409940719604,0.8800595839124639,0.2,0.001
7,9430.424738604323,9347.145412359023,260.1204900526463,0.22584468473617295,9599.130793291823,9323.36427249765,255.0912139433667,0.20675256646665416,0.5179646794957325,nan,nan,63,4.04906702041626,0.4547005295753479,0.8899362241917596,0.23333333333333334,0.001
8,9313.463690965695,9227.272174577067,245.22935738240866,0.20796994831329002,9553.274649024906,9291.861915531015,240.04401346077597,0.21368817368844398,0.5162145567119569,nan,nan,63,3.810222864151001,0.46226418018341064,0.8975638049112269,0.26666666666666666,0.001
9,9223.364191729323,9133.907601033834,234.02940598107818,0.1924775092113287,9409.34137100564,9155.755088404605,233.79104075037446,0.1979527848779707,0.5086530697973151,nan,nan,63,3.7109687328338623,0.44491884112358093,0.9032685307958512,0.3,0.001
10,9157.103398143798,9063.620146557801,223.87219926647674,0.18859207775807918,9500.00524994126,9264.280295465225,216.36145099840667,0.1936366797837996,0.5146822431930026,nan,nan,63,3.4343087673187256,0.4400416612625122,0.9020645050790668,0.3333333333333333,0.001
