epoch,loss/total_train,loss/recon_train,loss/kl_train,loss/total_val,loss/recon_val,loss/kl_val,val/mse_px,val/ssim,val/psnr,val/active_dims,val/kl_per_dim_mean,beta,lr_enc,lr_dec
1,197.2178441277124,196.90706259863717,186.46668134416853,6.458563797455981,4.028248994870293,48.606294560253176,0.0012271585287806346,nan,nan,64,0.7560423612594604,0.0016666666666666668,0.0005,0.002
2,3.0423936073045086,2.9378625342720435,31.359320748121217,4.972021992045238,3.3423716735122797,32.59300527357517,0.0007842864807961243,nan,nan,64,0.5037646293640137,0.0033333333333333335,0.0005,0.002
3,2.743247439986781,2.6374364338423075,21.16220297849268,3.7156118772979965,2.604592767873205,22.220381012536528,0.0006682729988386924,nan,nan,64,0.33493340015411377,0.005000000000000001,0.0005,0.002
4,2.497656872397975,2.3929945355967472,15.699350600852107,3.049390097309772,2.3430848094753753,14.126105294191747,0.00048554203686605496,nan,nan,64,0.20728659629821777,0.006666666666666667,0.0005,0.002
5,2.515187240184698,2.3947233965522363,14.455660239198155,3.159096920400634,2.5646770520317825,11.88839658579432,0.0007370651504409997,nan,nan,64,0.1665162593126297,0.008333333333333333,0.0005,0.002
6,2.5770789599956427,2.445996591919347,13.108237603553256,3.3721859042805837,2.635932017089729,14.725077923079182,0.0009695238992221709,nan,nan,64,0.214684396982193,0.010000000000000002,0.0005,0.002
7,2.3625651338046656,2.227358876314378,11.589107993850135,2.863278656077564,2.2351115529698538,12.563341205281423,0.0006227515059299207,nan,nan,64,0.18062661588191986,0.011666666666666667,0.0005,0.002
8,2.4171070667137777,2.265889136414779,11.341345435694643,2.644736230821538,2.0921322627175125,11.052079372836236,0.000410230719585924,nan,nan,64,0.1527254581451416,0.013333333333333334,0.0005,0.002
9,2.299325220566943,2.1395681881366815,10.650469019897002,2.54181076350965,2.02205503076539,10.39511437523634,0.00036305198564082105,nan,nan,64,0.14504873752593994,0.015,0.0005,0.002
10,2.2834200437803913,2.1153684827618133,10.08309329183478,3.120129006249564,2.5922185550058696,10.558208028176674,0.0006693981039071721,nan,nan,64,0.1488862931728363,0.016666666666666666,0.0005,0.002
11,2.2330416225849237,2.0478595486260893,10.100840425132809,2.328908941799537,1.8134725990152,10.308726497162553,0.0003580776915475866,nan,nan,64,0.13808885216712952,0.018333333333333333,0.0005,0.002
12,2.215987940479938,2.020226089577926,9.788092369423772,2.3375009056320764,1.8581061461814363,9.587895242791427,0.0003931050972673426,nan,nan,64,0.13077957928180695,0.020000000000000004,0.0005,0.002
13,2.2407097475869313,2.035496148847996,9.471396682853985,2.2304451833093974,1.7679654485300969,9.249594580858274,0.00036905842454214684,nan,nan,64,0.12655143439769745,0.021666666666666667,0.0005,0.002
14,2.2122742726390525,1.996836673048206,9.2330399133209,2.287974786937685,1.8357297011784144,9.044902019930962,0.0003456973317131764,nan,nan,64,0.12064661085605621,0.023333333333333334,0.0005,0.002
15,2.185422459043058,1.9606073046089114,8.99260603754144,2.263996036429154,1.8243370083041657,8.793180157367448,0.0004218374291448889,nan,nan,64,0.11367020010948181,0.025,0.0005,0.002
16,2.10495992979609,1.8693001817043562,8.837240047024604,2.511584997177124,2.0498819145044886,9.234061406071024,0.0004103638356922657,nan,nan,64,0.12675780057907104,0.02666666666666667,0.0005,0.002
17,2.1406450872134446,1.8967830032334292,8.60689661915141,2.4249731185740995,1.9619603148080353,9.260255992860722,0.0003927731812105311,nan,nan,64,0.1271369755268097,0.028333333333333335,0.0005,0.002
18,2.1402645003526732,1.8797946738121205,8.682327718663036,2.1986297933678878,1.7864245669286054,8.244104535956131,0.00036142542835717136,nan,nan,64,0.10740642994642258,0.03,0.0005,0.002
19,2.1284339858177015,1.8600973563086718,8.473788236316881,2.166097027914865,1.733051431806464,8.66091241334614,0.00036720361707634047,nan,nan,64,0.11649143695831299,0.03166666666666667,0.0005,0.002
20,2.164548457117009,1.888518748426796,8.280890945205115,2.110304644233302,1.6776146135832135,8.653801157958526,0.00035126384936756265,nan,nan,64,0.1147703230381012,0.03333333333333333,0.0005,0.002
21,2.2209457427935493,1.9352988103278597,8.161340767279603,2.080079137830806,1.6671675049272694,8.25823264014452,0.0003268199916351307,nan,nan,64,0.10874348878860474,0.034999999999999996,0.0005,0.002
22,2.237248772965338,1.9417434294420974,8.059237006911658,2.056738639236393,1.6445042809149377,8.244686901121211,0.0003436959833974593,nan,nan,64,0.10806117206811905,0.03666666666666667,0.0005,0.002
23,2.1090564853266667,1.801673951005577,8.018674689127987,2.2734468592736956,1.881400561870489,7.840926095059044,0.0004111848462152442,nan,nan,64,0.10164206475019455,0.03833333333333334,0.0005,0.002
24,2.2626298540516903,1.9430294036865234,7.990011387301567,2.1249364390409085,1.7055598918656658,8.387530993698235,0.00033536086539926943,nan,nan,64,0.10736732184886932,0.04000000000000001,0.0005,0.002
25,2.184036200207875,1.8575319616418136,7.8361014925447625,2.0232522675865576,1.6223441667126535,8.018162297126942,0.0003344193969667658,nan,nan,64,0.10673525929450989,0.04166666666666667,0.0005,0.002
