epoch,loss/total_train,loss/recon_train,loss/kl_train,loss/total_val,loss/recon_val,loss/kl_val,val/mse_px,val/ssim,val/psnr,val/active_dims,val/kl_per_dim_mean,beta,lr_enc,lr_dec
1,536.3457756472709,536.1518044292478,581.9409426352136,36.026555082851786,34.0379003653849,198.86550501773232,0.001890994454348894,nan,nan,64,3.107273578643799,0.0003333333333333333,0.0005,0.002
2,24.888259149135504,24.80782251429737,120.65496705707751,15.102229254586357,14.193343277264358,90.88860212053571,0.0007885190841209676,nan,nan,64,1.4201345443725586,0.0006666666666666666,0.0005,0.002
3,18.554296156517545,18.485876907979634,68.41927486792542,20.118033115128824,19.463548344777042,65.44850164427793,0.0010813082781921427,nan,nan,64,1.0226328372955322,0.001,0.0005,0.002
4,15.87106718335833,15.798606230800313,54.345728479829944,13.836104672654232,13.287845288900504,54.8259421900699,0.0007382136151628723,nan,nan,64,0.8566553592681885,0.0013333333333333333,0.0005,0.002
5,14.114821950295815,14.030376656611162,50.66718217663299,10.228532568852705,9.781680422617978,44.685227214841916,0.0005434266938407786,nan,nan,64,0.6982066631317139,0.0016666666666666666,0.0005,0.002
6,12.839177038436546,12.74569985382539,46.73857707547066,9.927693309640526,9.480588984668703,44.7104386924801,0.0005266993985812467,nan,nan,64,0.6986006498336792,0.002,0.0005,0.002
7,11.123527161160807,11.017862710737644,45.28478897783093,13.11297104770976,12.291385808385405,82.15853669589623,0.0006828547693452889,nan,nan,64,1.2837271690368652,0.0023333333333333335,0.0005,0.002
8,10.206736532369055,10.078401124567018,48.125770267687344,8.952810810920887,8.509259690019421,44.35511157387182,0.0004727366536635121,nan,nan,64,0.6930486559867859,0.0026666666666666666,0.0005,0.002
9,8.374512030666036,8.238999140890021,45.17096999892615,10.20763285357253,9.752138001578194,45.5494837653368,0.000541785437372142,nan,nan,64,0.7117106914520264,0.003,0.0005,0.002
10,8.541918245473303,8.389731955707521,45.65589121768349,7.82564429949997,7.321934033157234,50.37103575512879,0.00040677412263383824,nan,nan,64,0.7870474457740784,0.003333333333333333,0.0005,0.002
11,7.365000054352265,7.1841276247698564,49.32884987852627,6.794271720083136,6.276244941510652,51.80267858863773,0.0003486802778294296,nan,nan,64,0.8094168901443481,0.0036666666666666666,0.0005,0.002
12,6.672205616656999,6.451415750317108,55.19746393189394,6.454279153866875,5.839187141647913,61.509199128115085,0.00032439928950874934,nan,nan,64,0.9610812664031982,0.004,0.0005,0.002
13,6.217541551231442,5.955576376807421,60.45350807591488,6.409355647581861,5.79473690879076,61.46187307601585,0.00032192982599328276,nan,nan,64,0.9603418111801147,0.004333333333333334,0.0005,0.002
14,5.7407211898861075,5.446048367292361,63.14417355759699,5.90346069981281,5.24772090123112,65.57398427518687,0.00029154005066554686,nan,nan,64,1.024593472480774,0.004666666666666667,0.0005,0.002
15,5.428488182842283,5.100794957096415,65.53864317012012,5.8302254748523685,5.153212210289518,67.70132842099756,0.000286289568661355,nan,nan,64,1.0578333139419556,0.005,0.0005,0.002
16,5.153061787884934,4.793713605493531,67.37778160267307,5.262964890415507,4.595728089038591,66.72368335006828,0.0002553182280109495,nan,nan,64,1.0425575971603394,0.005333333333333333,0.0005,0.002
17,5.035591620251648,4.649876295175767,68.0674093719712,4.962024753255055,4.305274739301295,65.67500296571201,0.00023918192924693562,nan,nan,64,1.0261719226837158,0.005666666666666666,0.0005,0.002
18,4.86816520439951,4.458321418977322,68.30729655215615,4.878281173849464,4.183974199725273,69.43070129165076,0.00023244301356546777,nan,nan,64,1.0848547220230103,0.006,0.0005,0.002
19,4.627831778131929,4.194501654546063,68.42054329778915,4.557455650845864,3.8841340380503717,67.33216823491836,0.0002157852242707758,nan,nan,64,1.0520652532577515,0.006333333333333333,0.0005,0.002
20,4.538857241322224,4.078752184272709,69.01575630589535,4.847728664713695,4.134769602825767,71.2959081319938,0.00022970942370733596,nan,nan,64,1.1139986515045166,0.006666666666666666,0.0005,0.002
