epoch,loss/total_train,loss/recon_train,loss/kl_train,loss/z_train,loss/total_val,loss/recon_val,loss/kl_val,loss/z_val,val/mse_px,val/ssim,val/psnr,val/active_dims,val/kl_per_dim_mean,val/z_rmse,val/z_corr,beta,lr
1,12740.41429011983,12605.113633693609,450.991156786008,1.2026762423434652,11684.968595805922,11291.553681567199,361.4826061277461,0.3193249054869315,0.6273085443597091,nan,nan,63,5.737819194793701,0.5650883913040161,0.8416678054335266,0.03333333333333333,0.001
2,10835.062265037594,10775.706267622181,344.2428003755727,0.36406506676422923,10681.478934151786,10278.57603236607,371.2748640246857,0.31627976468631197,0.5710320159008628,nan,nan,63,5.893251895904541,0.5623875856399536,0.8309755799586755,0.06666666666666667,0.001
3,10238.993641329887,10175.096393327067,328.4535616537682,0.3105184879518093,10358.609066611842,9984.27049312735,341.2194202394414,0.3311907982915864,0.5546816838415045,nan,nan,63,5.416182041168213,0.5754917860031128,0.8572301867750057,0.1,0.001
4,9961.478243949718,9890.972949953008,314.30697081142796,0.2859774594916437,10053.050252584586,9713.196068785244,314.06887243744126,0.2578514285553667,0.53962200566342,nan,nan,63,4.985220432281494,0.507790744304657,0.8736166412605463,0.13333333333333333,0.001
5,9758.907946134868,9681.53431919643,294.84222159708355,0.282331806600542,9878.981012100563,9552.828712406015,298.67075296272907,0.27481375937175034,0.5307127098391827,nan,nan,63,4.740806579589844,0.5242267847061157,0.8794707747764026,0.16666666666666666,0.001
6,9602.706979851973,9521.65508987312,270.406076187478,0.2697070252178307,9720.72270030545,9439.755330709586,255.53012039069841,0.2543726487267286,0.5244308642874983,nan,nan,63,4.056034088134766,0.5043537020683289,0.8790740201234183,0.2,0.001
7,9478.181405662594,9392.237693843985,261.7684048530751,0.24864398111078076,9576.737216576597,9306.365579476034,249.865772448088,0.2050589670364122,0.5170202985742038,nan,nan,63,3.9661238193511963,0.4528343677520752,0.8934374642171398,0.23333333333333334,0.001
8,9380.478023672462,9290.888356144267,246.0293042175752,0.2398191701648827,9652.660941905546,9394.22755374765,236.62496535222334,0.218084893952635,0.5219015263973322,nan,nan,63,3.7559518814086914,0.46699559688568115,0.8982244918700544,0.26666666666666666,0.001
9,9294.83207530545,9201.785552749061,236.42434061380257,0.22119146540648954,9321.202934093046,9074.490953947368,226.0171489285347,0.20694770199015625,0.5041383890281046,nan,nan,63,3.5875742435455322,0.45491504669189453,0.9007868754044547,0.3,0.001
10,9223.994757401315,9127.319512159305,224.79225376674108,0.21744468404834433,9472.884273672462,9231.503274788534,222.75895874482347,0.18621940339418283,0.5128612953021114,nan,nan,63,3.5358564853668213,0.43153145909309387,0.9015968991904089,0.3333333333333333,0.001
11,9180.61309768562,9079.920200892857,218.11796065022173,0.20716361746304018,9280.60355968045,9045.988229851973,216.00036884967545,0.1861494069260762,0.5025548975270494,nan,nan,63,3.428577423095703,0.43145033717155457,0.9048413381941968,0.36666666666666664,0.001
12,9120.324461054981,9014.599572662124,212.7932448996637,0.206075764884402,9213.470556273496,8976.332589285714,219.4045247242863,0.1773343518712467,0.49868514035877426,nan,nan,63,3.4826111793518066,0.4211108684539795,0.9070971735095423,0.4,0.001
13,9093.909076891447,8983.659598214286,206.96587125161537,0.20564290914768563,9254.148569666353,9024.155038475094,210.03086944809533,0.19962652038810844,0.5013419613802343,nan,nan,63,3.3338232040405273,0.44679585099220276,0.9091126703842879,0.43333333333333335,0.001
14,9065.089329769737,8950.470879346805,202.75437996082735,0.1999977706070233,9081.249412593985,8869.362069725094,193.9605264305172,0.17926952612579317,0.49274234171200515,nan,nan,63,3.0787386894226074,0.423402339220047,0.9074500401684085,0.4666666666666667,0.001
15,9031.82383693609,8912.085350093985,199.2124755400464,0.2013231091817519,9029.119926280546,8812.379368832237,198.74593209861814,0.1799465317027013,0.4895766319188857,nan,nan,63,3.1546971797943115,0.4242010712623596,0.909104585563187,0.5,0.001
16,9000.874052807801,8876.607576069078,195.78115810308242,0.19849875686984314,9088.978779957706,8866.768209586466,196.39409195749383,0.25816406701740463,0.4925982356071472,nan,nan,63,3.1173670291900635,0.5080984830856323,0.911243080884282,0.5333333333333333,0.001
17,8983.89778401081,8854.468515037594,192.3954774096496,0.20405225864702597,9001.197882401315,8796.249515390038,187.7620628184842,0.17186396316926283,0.4886805251576847,nan,nan,63,2.9803500175476074,0.4145647883415222,0.9136716148351248,0.5666666666666667,0.001
18,8975.837633634868,8841.66740337171,190.33381354539915,0.1996991590673762,8999.447089403195,8795.829248414004,186.8467516217913,0.167711739701436,0.48865718635401334,nan,nan,63,2.9658215045928955,0.4095262289047241,0.9123524912968126,0.6,0.001
19,8962.335636454418,8824.166133106202,187.74028772339784,0.19267331629543377,9012.747650375939,8809.82011425047,182.4247809388584,0.20502669022495584,0.48943445243333517,nan,nan,63,2.8956313133239746,0.4527987539768219,0.913092818787315,0.6333333333333333,0.001
20,8953.655056831532,8810.423806097275,185.01057606173637,0.1989088385624993,8940.960298695958,8736.348530016447,187.27458798974976,0.17337169481399364,0.48535270843290745,nan,nan,63,2.9726126194000244,0.41637927293777466,0.9109975952900994,0.6666666666666666,0.001
21,8927.278599330357,8779.30039943609,183.70628666698485,0.19383780607827625,8912.471040883458,8715.693366717574,179.18248054676485,0.17595086902155913,0.4842051809891722,nan,nan,63,2.8441660404205322,0.41946497559547424,0.9168205603172285,0.7,0.001
22,8917.203220453477,8765.406863105029,181.25544646987342,0.18875710033160403,8968.449901609492,8771.668820488721,179.93112905401932,0.16850009034002633,0.48731493546550436,nan,nan,63,2.8560495376586914,0.4104876220226288,0.9143090120208803,0.7333333333333333,0.001
23,8907.318895382989,8750.204307154605,180.12184051284217,0.19021217160879222,8880.51539738017,8687.340724859023,177.06538677932625,0.16109459023726613,0.4826300395162482,nan,nan,63,2.810561418533325,0.40136590600013733,0.9156767254504125,0.7666666666666667,0.001
24,8899.32639949483,8737.821832413063,178.1104438036008,0.19016237170400477,8891.069365307801,8697.160435267857,176.5418538258488,0.17367007757039896,0.48317558200735794,nan,nan,63,2.8022515773773193,0.41673743724823,0.9157223160975483,0.8,0.001
25,8903.20178130874,8737.546144413769,175.86845983060678,0.19098629757649915,8847.115902549342,8653.44029017857,177.36684331678808,0.1630879891546149,0.48074668869936377,nan,nan,63,2.8153464794158936,0.4038415551185608,0.9161472342941579,0.8333333333333334,0.001
26,8874.954593515038,8705.17677249765,174.36855000660833,0.18658393492600076,8820.375866423872,8630.607370476973,173.18080930781542,0.16587723489094497,0.4794782010236181,nan,nan,63,2.748901844024658,0.407280296087265,0.9162781678266811,0.8666666666666667,0.001
27,8881.745469631109,8706.402674165884,173.61682782854353,0.19087682199433334,8798.538519149437,8610.807382225094,170.4206817168042,0.17310473434907153,0.47837820156176286,nan,nan,63,2.7050905227661133,0.41605857014656067,0.9150251494858349,0.9,0.001
28,8882.942683858082,8703.700599154135,171.4687020438058,0.1920465296484474,8910.917880639097,8725.268114132989,168.75144189820253,0.1689818221375458,0.4847371170395299,nan,nan,63,2.6785943508148193,0.4110739827156067,0.9137261938699173,0.9333333333333333,0.001
29,8876.225453771147,8692.782277960527,170.360120959748,0.1876176630419896,8794.411507283834,8608.494904252819,169.55821331282309,0.1635854644210715,0.47824971680354356,nan,nan,63,2.6914005279541016,0.4044570028781891,0.9150295808777077,0.9666666666666667,0.001
30,8878.255051691729,8690.239925986842,169.0938874438293,0.1892124325373119,8802.752966400376,8619.65327625705,166.65669525834852,0.16442987916612983,0.4788696277410464,nan,nan,63,2.6453444957733154,0.40549954771995544,0.9133338342884256,1.0,0.001
31,8846.487803982613,8658.84387115249,168.95097029836555,0.186929525233301,8785.91447368421,8599.000815025845,169.09665307066496,0.17817076704555884,0.4777222809038664,nan,nan,63,2.6840736865997314,0.42210280895233154,0.9158577367742742,1.0,0.001
32,8835.433990249061,8647.28680465813,169.28005350442757,0.18867197649595432,8760.049474271616,8571.18434269267,169.31623725604294,0.19548952848391427,0.4761769079176107,nan,nan,63,2.6875598430633545,0.44214197993278503,0.914467166858328,1.0,0.001
33,8833.98148936795,8645.834814085996,169.33478356841812,0.18811895160522676,8851.501336348685,8664.30678013393,170.32066173123238,0.16874126507375473,0.48135038201970265,nan,nan,63,2.7035024166107178,0.41078126430511475,0.9154518865312521,1.0,0.001
34,8826.50483875705,8638.954296140742,169.0076311154473,0.18542909426124474,8754.168607554042,8569.670479910714,167.6371898220894,0.16860700135392354,0.4760928021785908,nan,nan,63,2.660907506942749,0.4106178283691406,0.9156727963672683,1.0,0.001
35,8814.578888627819,8627.077001585996,168.93894075092516,0.18562955302851541,8817.042814555922,8629.57523936795,170.16858288757783,0.17299119366290874,0.47942084611806657,nan,nan,63,2.7010886669158936,0.4159221053123474,0.9147108929573943,1.0,0.001
36,8820.91908482143,8633.263165237313,169.0876139016976,0.1856825617807252,8745.595967457706,8558.07965225564,171.6026155859008,0.15913787024809903,0.47544888020458076,nan,nan,63,2.7238504886627197,0.3989208936691284,0.9167056009571974,1.0,0.001
37,8798.362598390508,8610.800913416353,169.09268085221598,0.1846902075230627,8755.187668879229,8571.183219278666,167.84676825731322,0.16157633413497666,0.4761768476407331,nan,nan,63,2.6642343997955322,0.40196555852890015,0.9152703061887153,1.0,0.001
38,8802.477076480263,8615.015738809916,168.82503102238016,0.1863634242935288,8744.047146675282,8555.1748046875,171.26571345508546,0.1760672776770771,0.4752875098160335,nan,nan,63,2.718503713607788,0.41960370540618896,0.9157920037682021,1.0,0.001
39,8788.01863178454,8599.84965343045,169.49394019564292,0.18675063203151962,8797.459234022557,8609.93103119126,170.67626792506167,0.16851934667368582,0.47832950792814555,nan,nan,63,2.7091469764709473,0.4105110764503479,0.9171917040432211,1.0,0.001
40,8791.705463610197,8603.571300076363,169.23036044701598,0.18903786857101254,8794.268334410244,8611.574710702538,166.4707489013672,0.1622297201389657,0.4784208226920967,nan,nan,63,2.642393112182617,0.4027775228023529,0.9153367418130406,1.0,0.001
41,8775.141498766447,8587.222292792529,169.2483186650097,0.18670868515072012,8727.640632342574,8543.851914943609,167.2932660095674,0.16495547662103982,0.47465843544866804,nan,nan,63,2.6554486751556396,0.4061471223831177,0.9173409459959163,1.0,0.001
42,8774.75529399671,8586.985494742716,169.45727389916442,0.18312592081781617,8699.995293409305,8517.118310914004,166.10597217531134,0.1677104187639136,0.4731732456755817,nan,nan,63,2.6366024017333984,0.4095246195793152,0.9158684859872017,1.0,0.001
43,8766.851797462406,8579.35339447251,169.31646177822486,0.18181967763300227,8748.957567257989,8564.501593338815,167.50231004299079,0.16953657713151515,0.47580565904316147,nan,nan,63,2.658766984939575,0.4117482006549835,0.9171112994740791,1.0,0.001
44,8764.507107612782,8577.002066934916,169.29733632023172,0.18207724857375138,8733.741746945489,8545.965952478853,171.02420399601297,0.16751505849056675,0.47477588550488753,nan,nan,63,2.714669942855835,0.4092860221862793,0.9150125247485607,1.0,0.001
45,8752.338448660714,8564.523977179277,169.43040936692316,0.18384071254640594,8682.561626233553,8502.813381109023,163.7932749583309,0.15955057941881337,0.4723785138667974,nan,nan,63,2.599893569946289,0.399437814950943,0.9163433349488174,1.0,0.001
46,8755.313168174342,8567.441196986607,169.3843631600975,0.1848760833753679,8690.594109786185,8502.189284245771,170.34926920725886,0.18055543796460433,0.47234385018061875,nan,nan,63,2.7039570808410645,0.42491817474365234,0.9170971001890205,1.0,0.001
47,8744.903386395677,8556.61897541706,169.77168526326804,0.18512764898009768,8707.829035479323,8522.997518209586,168.65560626266594,0.16175981650226995,0.473499866356527,nan,nan,63,2.6770732402801514,0.40219375491142273,0.9177472772273045,1.0,0.001
48,8732.481129581767,8544.564570606202,169.54377563017653,0.18372788537937895,8694.134391153666,8514.235505756578,163.09303995003378,0.16805769391077802,0.4730130828412852,nan,nan,63,2.588778495788574,0.4099484086036682,0.9147040596552519,1.0,0.001
49,8739.234356643563,8551.127654340931,169.66055986217987,0.18446109438301028,8680.908122356674,8492.66276286419,169.6327632818007,0.18612583978731828,0.4718146017171386,nan,nan,63,2.6925833225250244,0.43142303824424744,0.9179174759966983,1.0,0.001
50,8734.685087964051,8546.010338345865,170.2929715034657,0.1838181493873883,8728.557169290414,8539.219697192199,171.02856800968485,0.1830887174920032,0.47440111188960254,nan,nan,63,2.7147393226623535,0.4278886914253235,0.9157472180447993,1.0,0.001
51,8735.538607260338,8547.284994713345,169.89940993230147,0.18354211702830808,8671.398833999061,8487.873340578008,167.66977227003053,0.15855703318029418,0.47154851067335085,nan,nan,63,2.6614248752593994,0.3981921970844269,0.9178547735129436,1.0,0.001
52,8735.344568697134,8547.39854396734,169.39652762735696,0.18549478944755138,8725.820055509868,8542.133576127819,167.10458614951685,0.16581930152903823,0.4745629812989916,nan,nan,63,2.652453660964966,0.4072091579437256,0.9131291149895051,1.0,0.001
53,8725.836146763393,8537.90690348919,169.60734948179777,0.18321934644889115,8692.000616776315,8504.834079828477,171.0195340034657,0.16146839247610337,0.4724907662187304,nan,nan,63,2.7145962715148926,0.4018312990665436,0.9168581652018886,1.0,0.001
54,8714.418211054981,8525.982902813676,169.7904415274025,0.18644891522432627,8680.609477796053,8501.402813674813,163.3505561082883,0.158560701106724,0.47230016266492975,nan,nan,63,2.5928659439086914,0.398196816444397,0.9168448818075382,1.0,0.001
55,8708.399340636748,8519.74932815437,169.99832313939146,0.18651677998609112,8681.65800487547,8496.591539884868,168.38884419606146,0.16677527096038475,0.4720328642909688,nan,nan,63,2.6728386878967285,0.40838131308555603,0.9146907786833492,1.0,0.001
56,8710.692257988721,8522.483556302866,169.84993875833382,0.18358803792555528,8664.904186736372,8473.05938674812,174.89578958382285,0.16948948666117244,0.470725526262943,nan,nan,63,2.776123523712158,0.41169100999832153,0.9154092160970785,1.0,0.001
57,8708.905809445489,8520.308259662828,169.8940306928821,0.1870359353216967,8658.378164649906,8472.302587523496,170.21222795758928,0.15863300120472013,0.47068348818255545,nan,nan,63,2.7017815113067627,0.3982875943183899,0.9166689709140947,1.0,0.001
58,8714.632617921758,8526.02745021734,170.10786942790327,0.18497296551564582,8686.86308300047,8500.612378113252,169.0599509791324,0.17190807912134587,0.47225624883085265,nan,nan,63,2.6834909915924072,0.41461798548698425,0.9143615284865293,1.0,0.001
59,8694.656473948544,8506.436134281015,169.816858277285,0.1840350800438931,8752.39472949953,8563.88456737547,171.89413280056831,0.16616095524085195,0.4757713841316395,nan,nan,63,2.7284789085388184,0.40762844681739807,0.915543462149485,1.0,0.001
60,8699.134225945723,8510.683953536185,170.0019771030971,0.1844829984177324,8729.271477032426,8543.998112958177,169.08995778937089,0.1618343265657138,0.4746665808939396,nan,nan,63,2.683967113494873,0.4022863805294037,0.9162597486496006,1.0,0.001
61,8692.961032953477,8504.589502320254,170.02445674121827,0.18347035157949404,8659.40588287124,8478.359999118891,165.22971567713228,0.15816257120971394,0.47102000189006776,nan,nan,63,2.6226940155029297,0.3976965844631195,0.9175454261917483,1.0,0.001
62,8702.974543291823,8514.811060855263,169.64086065077245,0.1852258908793442,8659.054621416823,8473.584608493891,169.4746939293424,0.15995551220008306,0.47075470833850086,nan,nan,63,2.6900744438171387,0.39994436502456665,0.9158711378367193,1.0,0.001
63,8687.528650728384,8498.612928806391,170.19264760411772,0.1872310276542391,8651.58268473919,8457.025280486372,177.8954084582795,0.16661982484778068,0.4698347478432763,nan,nan,63,2.8237364292144775,0.40819090604782104,0.9151069248191299,1.0,0.001
64,8691.068050986842,8502.18534862547,170.32784070466695,0.185548316827394,8654.844021675282,8468.227054452538,170.8052422086099,0.15811655317482196,0.4704570658224866,nan,nan,63,2.7111942768096924,0.397638738155365,0.9172699133567281,1.0,0.001
65,8682.555289591166,8494.038996416823,170.02388964201273,0.18492409895013148,8725.955041412124,8532.527270324248,171.34055758598154,0.22087010674010543,0.47402930394151155,nan,nan,63,2.719691514968872,0.46996819972991943,0.9140221510788858,1.0,0.001
