epoch,loss/total_train,loss/recon_train,loss/kl_train,loss/total_val,loss/recon_val,loss/kl_val,val/mse_px,val/ssim,val/psnr,val/active_dims,val/kl_per_dim_mean,beta,lr_enc,lr_dec
1,537.6670323995719,536.1178144297205,154.92195751792505,32.15866045844286,23.008637578863848,30.500076781538198,0.001278257642564525,nan,nan,64,0.33081692457199097,0.01,0.0005,0.002
2,24.67632186143918,24.145211879472086,26.555498625102796,23.335171032668953,15.685863695646587,25.49769021514663,0.0008714368874977406,nan,nan,64,0.2779005169868469,0.02,0.0005,0.002
3,22.268516103127844,21.54485459435255,24.122050622352084,27.3921445688807,20.10366580360814,24.294928127661684,0.0011168703195267827,nan,nan,64,0.2810378670692444,0.03,0.0005,0.002
4,17.362656256310025,16.46267244869605,22.499596832390118,20.819199798698712,14.038074765886579,22.60374899555866,0.0007798930374499326,nan,nan,64,0.2639221251010895,0.04,0.0005,0.002
5,15.732270341170462,14.641708173249897,21.81124330104742,21.84165142891102,15.053182802702251,22.628228022639913,0.0008362879551232869,nan,nan,64,0.29014331102371216,0.049999999999999996,0.0005,0.002
6,14.080437194135852,12.785048807474007,21.589806965419225,17.058337605985482,10.633598915616373,21.41579539076726,0.0005907555026723479,nan,nan,64,0.22828158736228943,0.06,0.0005,0.002
7,12.467725990410138,10.99305454411901,21.066735217445775,14.276237459111034,8.020274259094009,20.853209459692017,0.00044557079629048256,nan,nan,64,0.20590639114379883,0.06999999999999999,0.0005,0.002
8,12.11873876241813,10.433261684905318,21.068463705536118,14.897774187245764,8.019285162588707,22.928295250225784,0.0004455158493527092,nan,nan,64,0.2617725133895874,0.08,0.0005,0.002
9,11.267521069462138,9.378098054039747,20.993588210944843,14.951113492922675,8.607256229658772,21.14619017005863,0.00047818090131198217,nan,nan,64,0.21152982115745544,0.09,0.0005,0.002
10,11.005661720620061,8.896708721505071,21.089529309953964,14.31338247858492,7.9078979169515735,21.35161388368535,0.000439327673004464,nan,nan,64,0.24560871720314026,0.09999999999999999,0.0005,0.002
11,10.186972108998694,7.884048390209227,20.935670350727282,13.63158925135333,7.39078710670758,20.802673268138914,0.0004105992935583892,nan,nan,64,0.19710540771484375,0.10999999999999999,0.0005,0.002
12,9.930153832399755,7.434928478154921,20.79354486967388,13.668223488599734,7.306669593753671,21.205178310996608,0.00040592609565964153,nan,nan,64,0.24780142307281494,0.12,0.0005,0.002
13,9.960737622770152,7.2662259940814256,20.727013078847325,13.572295138710423,7.267741364643986,21.01517849398735,0.000403763414964542,nan,nan,64,0.1876821219921112,0.13,0.0005,0.002
14,9.825654029846191,6.939286672979369,20.616910045308277,12.630593421763944,6.466064406516857,20.548428671700613,0.00035922580724231956,nan,nan,64,0.21340268850326538,0.13999999999999999,0.0005,0.002
15,9.899054348020625,6.809132991876817,20.59947471331833,12.571299158540883,6.380188852324522,20.637033261750872,0.0003544549421403781,nan,nan,64,0.19352823495864868,0.15,0.0005,0.002
16,9.903988013590189,6.618366011999603,20.535137864880095,12.996945431357936,6.717999089033084,20.929820598516248,0.0003732221745500775,nan,nan,64,0.2618167996406555,0.16,0.0005,0.002
17,10.083209546885096,6.602116781966131,20.477015760608186,12.258588475392276,6.180412919897782,20.260584236087656,0.0003433562729847302,nan,nan,64,0.20641905069351196,0.16999999999999998,0.0005,0.002
18,10.220088679091374,6.55478678968616,20.362787433136674,12.518199633834953,6.395602688753515,20.4086558119695,0.0003553112650192098,nan,nan,64,0.22809860110282898,0.18,0.0005,0.002
19,10.30790026385085,6.44049114212954,20.35478523082303,12.063615318527795,5.9998352222872855,20.21259966111721,0.0003333241839392489,nan,nan,64,0.201727032661438,0.18999999999999997,0.0005,0.002
20,10.531475827209931,6.47054242012196,20.304666590869875,12.236671017524891,6.126570160227611,20.3670019709078,0.0003403650077683081,nan,nan,64,0.22674190998077393,0.19999999999999998,0.0005,0.002
