epoch,loss/total_train,loss/recon_train,loss/kl_train,loss/total_val,loss/recon_val,loss/kl_val,val/mse_px,val/ssim,val/psnr,val/active_dims,val/kl_per_dim_mean,beta,lr_enc,lr_dec
1,537.6788411247999,537.0866382139966,355.3194095353435,24.637093881019076,21.67292891767688,59.28329852111357,0.0012040516165526289,nan,nan,64,0.8514630198478699,0.0016666666666666668,0.0005,0.002
2,25.109434342922125,24.946045610241423,49.01660630936013,18.698537324604235,16.71395826698246,39.69158083693426,0.0009285532541159904,nan,nan,64,0.5647267699241638,0.0033333333333333335,0.0005,0.002
3,21.268644734432822,21.095632832749445,34.602393143159105,18.43269153107378,16.753729282465198,33.579246664405765,0.0009307627779732746,nan,nan,64,0.48572012782096863,0.005000000000000001,0.0005,0.002
4,15.666355025499387,15.486067205443419,27.04317224832406,18.744531703174562,17.405837754557904,26.773879087060912,0.0009669909897939603,nan,nan,64,0.37472933530807495,0.006666666666666667,0.0005,0.002
5,14.174616060758892,13.973381401004648,24.148154796514294,13.230116535846452,12.066882836191278,23.264672057072918,0.0006703823810107165,nan,nan,64,0.31891316175460815,0.008333333333333333,0.0005,0.002
6,12.874353412398719,12.63539180899025,23.896159595116636,16.280443349278958,15.064340906931942,24.32204914810066,0.000836907849205952,nan,nan,64,0.3303174078464508,0.010000000000000002,0.0005,0.002
7,11.459055251644966,11.199067341653924,22.284680889961415,13.663219745894123,12.420394574789176,24.856503981396667,0.0006900219451566052,nan,nan,64,0.3415643572807312,0.011666666666666667,0.0005,0.002
8,10.260386470565223,9.961594111937329,22.409428230801918,10.802825232197467,9.705235079715127,21.9518024043033,0.0005391797355439206,nan,nan,64,0.2918979823589325,0.013333333333333334,0.0005,0.002
9,9.266686124012882,8.93160509525385,22.338737301360396,9.411734609675587,8.276226907744444,22.71015148593071,0.0004597903919472758,nan,nan,64,0.30080199241638184,0.015,0.0005,0.002
10,8.490955793767943,8.125022924036012,21.955970534704683,9.656737047926823,8.509939674147986,22.93594823564802,0.0004727744297789676,nan,nan,64,0.2967411279678345,0.016666666666666666,0.0005,0.002
11,8.008525350040063,7.612446939138541,21.604278664839896,7.8945496602165965,6.8162546623918345,21.56590045842909,0.000378680816559205,nan,nan,64,0.2716163992881775,0.018333333333333333,0.0005,0.002
12,7.5423370017144915,7.1103276991306394,21.600465272602282,7.566409046488597,6.468133607305083,21.965509429013817,0.0003593407535865987,nan,nan,64,0.2987232506275177,0.020000000000000004,0.0005,0.002
13,7.276092938014439,6.801703040761159,21.89491717976735,7.176978749440129,6.058715816727259,22.365259027122555,0.0003365953255941937,nan,nan,64,0.3096775710582733,0.021666666666666667,0.0005,0.002
14,6.965316492812078,6.454559344098084,21.889590973244573,7.48469416897996,6.38323902546015,22.02910218202978,0.00035462439667671583,nan,nan,64,0.2933449149131775,0.023333333333333334,0.0005,0.002
15,6.830034578653207,6.2890446562516065,21.639596680949506,6.860472012283211,5.766484321508193,21.87975335658941,0.00032036023759773294,nan,nan,64,0.30966922640800476,0.025,0.0005,0.002
16,6.5766852887949545,5.998486357523983,21.6824596089528,7.026848764347851,5.925635771643846,22.024259165713662,0.00032920199048117196,nan,nan,64,0.2990274429321289,0.02666666666666667,0.0005,0.002
17,6.531044443747155,5.902416820812943,22.18685607623337,6.736698903535542,5.645611479766387,21.821749507932736,0.000313645079942014,nan,nan,64,0.29593390226364136,0.028333333333333335,0.0005,0.002
18,6.411898555612206,5.743042078233303,22.295216252032976,6.429029324897249,5.285020039493876,22.880183614286263,0.0002936122368292925,nan,nan,64,0.3251277208328247,0.03,0.0005,0.002
19,6.261445450603514,5.5426314540375445,22.699389522236988,6.6594546791306115,5.481848383308353,23.552125156373904,0.00030454714595221154,nan,nan,64,0.34663909673690796,0.03166666666666667,0.0005,0.002
20,6.353284606359955,5.592672244050449,22.818369915610866,6.464692402603035,5.340948373751533,22.474879573162337,0.00029671934842048005,nan,nan,64,0.3131633400917053,0.03333333333333333,0.0005,0.002
