epoch,loss/total_train,loss/recon_train,loss/kl_train,loss/total_val,loss/recon_val,loss/kl_val,val/mse_px,val/ssim,val/psnr,val/active_dims,val/kl_per_dim_mean,beta,lr
37,8464.084450628525,8289.01871989544,175.06576664286447,8927.68108993186,8754.560891976034,173.12009057066496,0.48636450041505624,nan,nan,64,2.7050015926361084,1.0,0.0005
38,8449.730795494595,8274.179390125704,175.55137852260046,8904.090387100563,8731.083360256109,173.00712872268562,0.4850601916922663,nan,nan,64,2.7032365798950195,1.0,0.0005
39,8427.954747709116,8252.363791558975,175.5909768011337,8958.66839461936,8783.549048402256,175.11930227638186,0.4879749502454485,nan,nan,64,2.736238956451416,1.0,0.0005
40,8420.814093338815,8244.468669231674,176.34544108684798,8946.049187911185,8773.992907072368,172.0561175812456,0.48744405458744305,nan,nan,64,2.6883769035339355,1.0,0.0005
41,8407.00891021499,8230.462350945723,176.54653265243186,8957.418468045113,8785.660846452067,171.75768354602326,0.4880922752663605,nan,nan,64,2.683713912963867,1.0,0.0005
42,8394.451120476973,8217.621269971805,176.82981046518884,8966.235755404135,8789.739713052162,176.49611979319636,0.48831886366793986,nan,nan,64,2.757751941680908,1.0,0.0005
43,8390.34895588581,8213.412557272086,176.93642981966636,8957.948601973685,8786.203580239662,171.74490367918085,0.48812241415332136,nan,nan,64,2.68351411819458,1.0,0.0005
44,8377.341829916588,8199.587637306156,177.75420178865133,8972.723603442199,8797.137482377819,175.58599279876938,0.4887298592051169,nan,nan,64,2.7435312271118164,1.0,0.0005
45,8364.629603794643,8187.017589138863,177.61203645405016,8959.065767445958,8780.50329681626,178.56252856720658,0.48780574901659685,nan,nan,64,2.790039539337158,1.0,0.0005
46,8357.19355762453,8179.116493626645,178.07704070815467,8974.401271734023,8799.331796287594,175.06942783441758,0.48885178409124674,nan,nan,64,2.735459804534912,1.0,0.0005
47,8342.320404282189,8164.005521616541,178.31489769498208,9005.234903665414,8830.26251174812,174.97231654116982,0.4905701566459541,nan,nan,64,2.7339425086975098,1.0,0.00025
48,8283.74548431626,8104.6268686853855,179.11858763730615,8968.268745594454,8790.626989837876,177.64186555102356,0.4883681737390676,nan,nan,64,2.7756543159484863,1.0,0.00025
49,8272.56475784187,8092.878278459822,179.68646767981966,8974.684864015508,8796.19944636983,178.48542429988547,0.4886777687789802,nan,nan,64,2.788834810256958,1.0,0.00025
50,8260.373494772086,8080.239195400611,180.13430292803542,8993.896748707706,8813.967626585996,179.92906877331268,0.4896648783880965,nan,nan,64,2.811391830444336,1.0,0.00025
51,8253.303398878055,8072.88015815907,180.42327972641564,8972.748524142387,8791.916052337876,180.83243153507547,0.48843978871976523,nan,nan,64,2.8255069255828857,1.0,0.00025
52,8250.53437793703,8070.039793086231,180.49457211602004,8985.44647262688,8810.227450951597,175.2190697462039,0.48945708673699456,nan,nan,64,2.737797975540161,1.0,0.00025
53,8235.526403900376,8054.765937059446,180.76047028276258,8992.171618009868,8811.626211524906,180.5454875974727,0.48953479730096977,nan,nan,64,2.821023464202881,1.0,0.00025
54,8227.639005962172,8046.157920435855,181.48108632940995,8989.795920465225,8808.30863780545,181.48735367624383,0.4893504840538914,nan,nan,64,2.835740089416504,1.0,0.00025
55,8221.252279869595,8039.84930465813,181.40293436839167,8998.424342105263,8817.61110050517,180.8132463039312,0.4898672876949597,nan,nan,64,2.825207233428955,1.0,0.00025
56,8214.099396440319,8032.585563028665,181.51381872650376,9015.60648936795,8836.587016858553,179.01955775210732,0.49092149868943635,nan,nan,64,2.797180652618408,1.0,0.000125
57,8181.967923960291,7999.798303130874,182.16960924191582,9014.010837640977,8831.868369654605,182.1424600701583,0.4906593556690933,nan,nan,64,2.845975875854492,1.0,0.000125
58,8178.739503788769,7995.961080680217,182.77840222810445,9029.298284774437,8846.932029781485,182.36631166845336,0.49149621339668903,nan,nan,64,2.849473714828491,1.0,0.000125
59,8165.403922403665,7982.5373259809685,182.86658093445283,9014.83430744831,8831.586649729794,183.24766506109023,0.49064371101838306,nan,nan,64,2.8632447719573975,1.0,0.000125
60,8165.181827860667,7981.804375440554,183.37746205724272,9023.055208822838,8838.134633458647,184.92052155688293,0.49100749519534576,nan,nan,64,2.889383316040039,1.0,0.000125
61,8158.56777931156,7975.330459938909,183.23732086411096,9038.446347803101,8857.044429922462,181.40196377173402,0.4920580382633926,nan,nan,64,2.8344058990478516,1.0,0.000125
62,8155.52468940907,7972.339836407425,183.18489269744185,9036.718404898966,8854.68275669643,182.03560816255728,0.49192681796568677,nan,nan,64,2.844306468963623,1.0,0.000125
63,8147.884794995301,7964.109220805921,183.7755335757607,9035.666801280546,8852.77520706062,182.89169804852708,0.4918208444925179,nan,nan,64,2.857682704925537,1.0,0.000125
